146277.0000	149377.0500
148037.4200	149443.9000
141732.2300	149908.0200
146343.9800	150237.0900
143903.2700	150127.8400
145062.6800	150092.5500
142863.2700	150030.9400
139998.8100	150082.7200
149198.4600	149918.9200
143976.3000	151159.1600
141546.8700	151107.9000
142646.6000	151242.9600
146813.3800	151435.8200
145146.7700	151489.5600
147951.6800	151173.0700
143800.1000	151838.3900
142199.9400	151897.7700
149214.8100	151472.2300
144302.0500	152239.5000
140808.2000	152432.4700
143106.6700	152356.1300
151500.7200	152128.3200
139366.7400	151652.5900
140416.5700	152146.0800
141612.0200	152424.7800
145313.2100	152711.9500
142147.4400	152788.0900
143839.8000	153020.8300
142733.3500	153099.5900
143678.0600	153444.6400
145035.9900	153315.7000
147188.7900	152823.1500
140309.1500	153473.7800
146543.6800	153913.7800
151449.4400	153764.2500
149366.8900	153648.0500
141339.4500	153959.7200
144690.9800	154316.9900
149026.5600	154716.6800
142144.7900	154597.2600
147066.4000	155149.2900
149088.1600	155678.1900
143191.8600	155025.2100
144403.2900	155930.0100
146013.2900	155683.1200
146935.2600	156555.2700
147771.4400	156163.0400
148886.1800	156757.9800
149951.9000	157738.2800
150870.2500	156890.8400
138760.2800	153074.0100
138393.6800	154240.8900
139465.5100	154309.7300
137872.6200	155016.2100
139064.1200	155217.4300
138015.1800	155514.9600
140500.8400	155007.6800
138793.5200	155638.1900
139842.8200	155778.7000
138989.3200	156131.4500
139881.7800	156200.2800
137348.1400	155938.4600
139202.4500	156601.0100
141521.1700	156506.1000
143425.7500	157339.4000
144718.6800	157602.5600
137889.6800	157781.6600
136656.2300	157553.5500
139713.8100	158198.0500
142527.7600	158312.9700
144512.6700	158820.0300
135607.1000	159148.9200
142990.5500	159397.0900
144348.8600	159828.8200
143385.2200	160463.4800
141629.7100	160163.6500
140522.9900	160396.7500
137404.8000	160392.0300
139356.8500	160405.1700
145961.7700	157814.6700
147221.0600	157904.4100
149007.8800	158255.2300
147900.6400	158283.6700
150211.9400	158547.6400
145488.5900	158833.2500
148375.7200	159294.2600
149100.7800	159241.6700
145614.2600	159480.6800
150413.2200	159364.6600
146987.6800	159418.2100
145693.6500	160063.0700
148723.8400	160336.6900
146444.3400	161044.5800
149877.2200	161091.0400
156650.5300	160402.7300
154830.0900	160255.0500
155780.6100	161155.0600
155973.6900	161520.8100
155757.6200	161698.6300
153146.9700	160216.4700
155477.3700	162651.1300
164429.8700	163489.9700
158431.2500	162322.4000
158487.3400	164413.3800
154680.7500	164650.3300
169251.0600	165333.1600
165295.9600	166307.4800
157354.7000	166956.6600
163428.0200	166293.3500
161442.7300	165833.1700
